;;Winner Rank Points;prev_rank;perc;;;
2019;Mallaurie Noel;581;288;101.74%;;;
2019;Mami Hasegawa;0;0;(null);;;
2019;Man Ying Maggie Ng;91;27;237.04%;;;
2019;Mana Ayukawa;1025;742;38.14%;;;
2019;Mana Kawamura;71;(null);(null);;;
2019;Mananchaya Sawangkaew;145;96;51.04%;;;
2019;Manca Pislak;481;100;381.00%;;;
2019;Mandy Minella;12882;11758;9.56%;;;
2019;Manish Sureshkumar;51;305;-83.28%;;;
2019;Manon Arcangioli;1548;2532;-38.86%;;;
2019;Manon Leonard;315;0;(null);;;
2019;Manon Peral;4;22;-81.82%;;;
2019;Manuel Guinard;1151;139;728.06%;;;
2019;Manuel Sanchez;73;212;-65.57%;;;
2019;Mao Xin Gong;0;(null);(null);;;
2019;Mara Schmidt;10;4;150.00%;;;
2019;Marc Andrea Huesler;2255;929;142.73%;;;
2019;Marc Polmans;10155;10056;0.98%;;;
2019;Marcel Granollers;14949;21500;-30.47%;;;
2019;Marcela Guimaraes Bueno;0;(null);(null);;;
2019;Marcela Zacarias;3941;1177;234.83%;;;
2019;Marcelina Podlinska;0;0;(null);;;
2019;Marcelo Arevalo;2703;5755;-53.03%;;;
2019;Marcelo Tomas Barrios Vera;2229;3457;-35.52%;;;
2019;Marco Bortolotti;48;386;-87.56%;;;
2019;Marco Cecchinato;24253;41973;-42.22%;;;
2019;Marco Trungelliti;4707;13892;-66.12%;;;
2019;Marcos Baghdatis;7124;11366;-37.32%;;;
2019;Marcos Giron;13025;3336;290.44%;;;
2019;Marek Gengel;15;149;-89.93%;;;
2019;Margarita Gasparyan;10735;6679;60.73%;;;
2019;Margarita Ignatjeva;9;0;(null);;;
2019;Margarita Lazareva;164;153;7.19%;;;
2019;Margarita Skryabina;0;117;-100.00%;;;
2019;Margaux Orange;58;(null);(null);;;
2019;Margaux Rouvroy;56;0;(null);;;
2019;Margot Yerolymos;1071;821;30.45%;;;
2019;Mari Osaka;3357;2669;25.78%;;;
2019;Maria Aran Teixido Garcia;0;0;(null);;;
2019;Maria Aurelia Scotti;0;0;(null);;;
2019;Maria Camila Osorio Serrano;3888;290;1240.69%;;;
2019;Maria Daniela Frascini;0;(null);(null);;;
2019;Maria Daniels Sierra;22;(null);(null);;;
2019;Maria Del Rosario Vazquez;16;20;-20.00%;;;
2019;Maria Fernanda Herazo Gonzalez;1140;1245;-8.43%;;;
2019;Maria Fernanda Martinez Hernandez;0;(null);(null);;;
2019;Maria Fernanda Morales;0;0;(null);;;
2019;Maria Fernanda Padilla Jaimes;0;(null);(null);;;
2019;Maria Gutierrez Carrasco;701;313;123.96%;;;
2019;Maria Ignacia Yapur Lopez;0;(null);(null);;;
2019;Maria Ines Fonte;36;22;63.64%;;;
2019;Maria Jazmin Amicuzi;6;4;50.00%;;;
2019;Maria Jose Luque Moreno;0;284;-100.00%;;;
2019;Maria Jose Portillo Ramirez;461;99;365.66%;;;
2019;Maria Juliana Parra Romero;0;0;(null);;;
2019;Maria Kozyreva;0;(null);(null);;;
2019;Maria Krupenina;0;0;(null);;;
2019;Maria Lota Kaul;0;(null);(null);;;
2019;Maria Lourdes Carle;238;125;90.40%;;;
2019;Maria Manilova;4;0;(null);;;
2019;Maria Marfutina;449;1740;-74.20%;;;
2019;Maria Masini;20;45;-55.56%;;;
2019;Maria Mateas;390;2223;-82.46%;;;
2019;Maria Mikhaylova;0;(null);(null);;;
2019;Maria Olivia Castedo;0;(null);(null);;;
2019;Maria Patrascu;0;32;-100.00%;;;
2019;Maria Paulina Perez Garcia;251;75;234.67%;;;
2019;Maria Petrovic;0;0;(null);;;
2019;Maria Sakkari;23119;17542;31.79%;;;
2019;Maria Sanchez;2799;2339;19.67%;;;
2019;Maria Sharapova;2372;10018;-76.32%;;;
2019;Maria Shusharina;33;0;(null);;;
2019;Maria Tanasescu;0;0;(null);;;
2019;Maria Timofeeva;5;0;(null);;;
2019;Maria Titova;5;15;-66.67%;;;
2019;Maria Toma;0;3;-100.00%;;;
2019;Maria Vittoria Viviani;48;0;(null);;;
2019;Mariajose Hernandez Coronado;0;(null);(null);;;
2019;Mariam Bolkvadze;6213;3097;100.61%;;;
2019;Mariam Dalakishvili;46;0;(null);;;
2019;Mariami Akhalaia;0;0;(null);;;
2019;Mariana Borges;0;(null);(null);;;
2019;Mariana Drazic;304;175;73.71%;;;
2019;Mariana Vargas Carrascal;0;(null);(null);;;
2019;Marianna Zakarlyuk;765;926;-17.39%;;;
2019;Maribella Zamarripa;0;0;(null);;;
2019;Marie Benoit;4440;3952;12.35%;;;
2019;Marie Bouzkova;18022;11206;60.82%;;;
2019;Marie Mettraux;13;0;(null);;;
2019;Marie Temin;433;518;-16.41%;;;
2019;Marie Villet;0;(null);(null);;;
2019;Mariia Bergen;0;0;(null);;;
2019;Mariia Tkacheva;199;(null);(null);;;
2019;Marin Cilic;52710;200885;-73.76%;;;
2019;Marina Bassols Ribera;1646;3863;-57.39%;;;
2019;Marina Benito;0;0;(null);;;
2019;Marina Melnikova;7275;3809;91.00%;;;
2019;Marina Yudanov;1307;501;160.88%;;;
2019;Marine Partaud;765;1262;-39.38%;;;
2019;Mario Vilella Martinez;6771;3375;100.62%;;;
2019;Marion Viertler;0;(null);(null);;;
2019;Marius Copil;12457;19553;-36.29%;;;
2019;Mariya Poduraeva;0;0;(null);;;
2019;Mark Vervoort;0;(null);(null);;;
2019;Marketa Vondrousova;21357;11546;84.97%;;;
2019;Marko Miladinovic;100;15;566.67%;;;
2019;Markos Kalovelonis;23;(null);(null);;;
2019;Markus Eriksson;929;1228;-24.35%;;;
2019;Marne Dercksen;0;(null);(null);;;
2019;Marsel Ilhan;30;293;-89.76%;;;
2019;Marta Kostyuk;5310;5240;1.34%;;;
2019;Marta Lesniak;0;1133;-100.00%;;;
2019;Martha Matoula;0;(null);(null);;;
2019;Martin Cuevas;1135;5396;-78.97%;;;
2019;Martin Klizan;12252;29116;-57.92%;;;
2019;Martin Redlicki;610;142;329.58%;;;
2019;Martina Biagianti;0;0;(null);;;
2019;Martina Capurro Taborda;11;0;(null);;;
2019;Martina Caregaro;3541;1495;136.86%;;;
2019;Martina Colmegna;1605;1171;37.06%;;;
2019;Martina Di Giuseppe;6599;6319;4.43%;;;
2019;Martina Forcisi;0;(null);(null);;;
2019;Martina Kudelova;0;(null);(null);;;
2019;Martina Muzzolon;0;(null);(null);;;
2019;Martina Pradova;71;5;1320.00%;;;
2019;Martina Spigarelli;206;208;-0.96%;;;
2019;Martina Trevisan;10012;6996;43.11%;;;
2019;Martina Zerulo;0;(null);(null);;;
2019;Marton Fucsovics;24557;31971;-23.19%;;;
2019;Martyna Kubka;56;(null);(null);;;
2019;Martyna Ostrzygalo;0;(null);(null);;;
2019;Mary Closs;0;9;-100.00%;;;
2019;Maryna Chernyshova;1319;1652;-20.16%;;;
2019;Maryna Zanevska;7258;7468;-2.81%;;;
2019;Masa Jovanovic;46;231;-80.09%;;;
2019;Masamichi Imamura;0;0;(null);;;
2019;Masha Alexandra Vrsalovic Gimenez;0;(null);(null);;;
2019;Mate Valkusz;273;1439;-81.03%;;;
2019;Matej Sabanov;42;115;-63.48%;;;
2019;Mathias Bourgue;4764;6522;-26.95%;;;
2019;Mathilde Armitano;245;262;-6.49%;;;
2019;Matias Franco Descotte;364;205;77.56%;;;
2019;Matias Zukas;0;147;-100.00%;;;
2019;Matija Pecotic;52;(null);(null);;;
2019;Matilde Jorge;0;(null);(null);;;
2019;Matilde Mariani;0;(null);(null);;;
2019;Matilde Paoletti;0;(null);(null);;;
2019;Mats Moraing;4790;13233;-63.80%;;;
2019;Mats Rosenkranz;74;(null);(null);;;
2019;Matteo Berrettini;68051;25687;164.92%;;;
2019;Matteo Donati;989;6094;-83.77%;;;
2019;Matteo Martineau;91;137;-33.58%;;;
2019;Matteo Viola;5043;3180;58.58%;;;
2019;Matthew Christopher Romios;84;6;1300.00%;;;
2019;Matthew Ebden;5197;25970;-79.99%;;;
2019;Matthias Bachinger;9489;11250;-15.65%;;;
2019;Mauricio Echazu;54;150;-64.00%;;;
2019;Maverick Banes;2046;3157;-35.19%;;;
2019;Max Andrews;0;(null);(null);;;
2019;Max Purcell;6501;4677;39.00%;;;
2019;Maxime Chazal;164;309;-46.93%;;;
2019;Maxime Cressy;3856;(null);(null);;;
2019;Maxime Hamou;854;(null);(null);;;
2019;Maxime Janvier;8436;7519;12.20%;;;
2019;Maximilian Marterer;5832;20476;-71.52%;;;
2019;Maximilian Neuchrist;286;1588;-81.99%;;;
2019;Maya Pitts;0;(null);(null);;;
2019;Maya Tahan;88;544;-83.82%;;;
2019;Mayar Sherif;4394;(null);(null);;;
2019;Mayo Hibi;5614;5551;1.13%;;;
2019;Mayuka Aikawa;70;0;(null);;;
2019;Mccartney Kessler;0;7;-100.00%;;;
2019;Megan Mccray;0;18;-100.00%;;;
2019;Megumi Nishimoto;10;55;-81.82%;;;
2019;Mei Yamaguchi;303;159;90.57%;;;
2019;Meiling Wang;385;687;-43.96%;;;
2019;Meiqi Guo;1129;253;346.25%;;;
2019;Melania Delai;75;0;(null);;;
2019;Melanie Klaffner;1460;897;62.76%;;;
2019;Melanie Stokke;1002;644;55.59%;;;
2019;Melany Solange Krywoj;76;181;-58.01%;;;
2019;Melina Ferrero;0;0;(null);;;
2019;Melis Sezer;109;1281;-91.49%;;;
2019;Melis Yasar;15;0;(null);;;
2019;Melisa Morales;102;118;-13.56%;;;
2019;Mell Elizabeth Reasco Gonzalez;25;(null);(null);;;
2019;Merel Hoedt;317;600;-47.17%;;;
2019;Merna Refaat;0;0;(null);;;
2019;Mi Zhuoma You;0;22;-100.00%;;;
2019;Mia Nicole Eklund;13;589;-97.79%;;;
2019;Michael Geerts;177;(null);(null);;;
2019;Michael Look;1;178;-99.44%;;;
2019;Michael Mmoh;3970;19182;-79.30%;;;
2019;Michael Redlicki;1438;678;112.09%;;;
2019;Michael Vrbensky;30;90;-66.67%;;;
2019;Michaela Bayerlova;256;821;-68.82%;;;
2019;Michaela Honcova;243;3456;-92.97%;;;
2019;Michaela Kadleckova;0;(null);(null);;;
2019;Michail Pervolarakis;393;23;1608.70%;;;
2019;Michal Dembek;24;(null);(null);;;
2019;Michal Przysiezny;7;132;-94.70%;;;
2019;Micheline Aubuchon;0;0;(null);;;
2019;Michika Ozeki;616;505;21.98%;;;
2019;Michiru Furuya;27;0;(null);;;
2019;Mihaela Buzarnescu;8438;46792;-81.97%;;;
2019;Mihaela Djakovic;68;50;36.00%;;;
2019;Mihaela Lorena Marculescu;0;0;(null);;;
2019;Miharu Imanishi;3262;1225;166.29%;;;
2019;Mihika Yadav;41;7;485.71%;;;
2019;Mikael Torpegaard;6164;694;788.18%;;;
2019;Mikael Ymer;19247;5773;233.40%;;;
2019;Mikayla Faure;0;(null);(null);;;
2019;Mikhail Kukushkin;27789;22641;22.74%;;;
2019;Milana Maslenkova;0;(null);(null);;;
2019;Miliaan Niesten;0;388;-100.00%;;;
2019;Miljan Zekic;142;3208;-95.57%;;;
2019;Milos Raonic;41665;53265;-21.78%;;;
2019;Min Kyu Song;32;(null);(null);;;
2019;Mina Hodzic;20;87;-77.01%;;;
2019;Minami Akiyama;6;5;20.00%;;;
2019;Mingyang Liu;0;0;(null);;;
2019;Mio Kozaki;6;(null);(null);;;
2019;Mio Mushika;0;(null);(null);;;
2019;Miomir Kecmanovic;23244;14687;58.26%;;;
2019;Mira Antonitsch;416;202;105.94%;;;
2019;Mirabelle Njoze;0;(null);(null);;;
2019;Miranda Poile;0;(null);(null);;;
2019;Mircea Alexandru Jecan;35;15;133.33%;;;
2019;Miriam Bianca Bulgaru;1288;1417;-9.10%;;;
2019;Miriam Kolodziejova;217;4705;-95.39%;;;
2019;Mirjam Bjorklund;2294;1376;66.72%;;;
2019;Mirza Basic;3728;18285;-79.61%;;;
2019;Misa Malkin;0;(null);(null);;;
2019;Misaki Doi;12660;10545;20.06%;;;
2019;Misaki Matsuda;134;0;(null);;;
2019;Mischa Zverev;2209;18991;-88.37%;;;
2019;Mislav Bosnjak;1;(null);(null);;;
2019;Mitchell Krueger;5924;6146;-3.61%;;;
2019;Miyabi Inoue;1456;2012;-27.63%;;;
2019;Miyu Kato;180;4545;-96.04%;;;
2019;Moez Chargui;2;190;-98.95%;;;
2019;Mohamed Safwat;8170;8860;-7.79%;;;
2019;Molly Helgesson;0;34;-100.00%;;;
2019;Momoko Kobori;3693;4006;-7.81%;;;
2019;Mona Barthel;4108;17161;-76.06%;;;
2019;Monica Cappelletti;19;20;-5.00%;;;
2019;Monica Niculescu;7933;18598;-57.34%;;;
2019;Monica Puig;14920;17436;-14.43%;;;
2019;Monica Robinson;39;203;-80.79%;;;
2019;Monika Kilnarova;687;3181;-78.40%;;;
2019;Montserrat Gonzalez;852;3083;-72.36%;;;
2019;Moyuka Uchijima;214;469;-54.37%;;;
2019;Mylene Halemai;64;6;966.67%;;;
2019;Myrtille Georges;6367;6613;-3.72%;;;
2019;N Sriram Balaji;105;839;-87.49%;;;
2019;N Vijay Sundar Prashanth;0;510;-100.00%;;;
2019;Na Lae Han;9590;6910;38.78%;;;
2019;Na Ri Kim;85;607;-86.00%;;;
2019;Nada Fouad;0;(null);(null);;;
2019;Nadezda Gorbachkova;0;(null);(null);;;
2019;Nadia Echeverria Alam;236;103;129.13%;;;
2019;Nadia Podoroska;4416;2091;111.19%;;;
2019;Nadia Ravita;0;(null);(null);;;
2019;Nadiya Kichenok;132;0;(null);;;
2019;Nadiya Kolb;0;28;-100.00%;;;
2019;Nadja Bay Christians;0;0;(null);;;
2019;Nadja Gilchrist;322;254;26.77%;;;
2019;Nagi Hanatani;1090;757;43.99%;;;
2019;Nagomi Higashitani;0;(null);(null);;;
2019;Naho Sato;134;175;-23.43%;;;
2019;Naiktha Bains;5821;2598;124.06%;;;
2019;Naima Karamoko;0;0;(null);;;
2019;Nam Hoang Ly;134;554;-75.81%;;;
2019;Nana Kawagishi;0;(null);(null);;;
2019;Nao Hibino;11866;17333;-31.54%;;;
2019;Nao Shimoji;0;(null);(null);;;
2019;Naoko Eto;3;(null);(null);;;
2019;Naomi Broady;1308;8059;-83.77%;;;
2019;Naomi Cheong;14;122;-88.52%;;;
2019;Naomi Osaka;79531;37593;111.56%;;;
2019;Nasiba Espolova;0;(null);(null);;;
2019;Nastassja Burnett;37;566;-93.46%;;;
2019;Nastja Kolar;3467;4315;-19.65%;;;
2019;Natalia Orlova;121;27;348.15%;;;
2019;Natalia Siedliska;588;694;-15.27%;;;
2019;Natalia Vajdova;0;86;-100.00%;;;
2019;Natalia Vikhlyantseva;10865;9632;12.80%;;;
2019;Natalia Zorgovska;0;(null);(null);;;
2019;Natalie Johnson;0;(null);(null);;;
2019;Natalie Proese;0;28;-100.00%;;;
2019;Natalija Kostic;6249;2613;139.15%;;;
2019;Natasha Fourouclas;0;(null);(null);;;
2019;Natasha Palha;0;23;-100.00%;;;
2019;Natasha Piludu;0;24;-100.00%;;;
2019;Natasha Russell;0;(null);(null);;;
2019;Natasha Subhash;546;0;(null);;;
2019;Natela Dzalamidze;0;(null);(null);;;
2019;Nathaly Kurata;787;1187;-33.70%;;;
2019;Nathan Ponwith;0;(null);(null);;;
2019;Natividad Lopez Diaz;0;(null);(null);;;
2019;Natsumi Kawaguchi;85;0;(null);;;
2019;Nefisa Berberovic;719;830;-13.37%;;;
2019;Nell Miller;0;0;(null);;;
2019;Nerman Fatic;112;(null);(null);;;
2019;Nevena Sokovic;0;0;(null);;;
2019;Nicaise Muamba;0;0;(null);;;
2019;Nick Chappell;42;38;10.53%;;;
2019;Nick Hardt;105;(null);(null);;;
2019;Nick Kyrgios;23355;46740;-50.03%;;;
2019;Nicola Kuhn;5222;4069;28.34%;;;
2019;Nicolas Alvarez;577;281;105.34%;;;
2019;Nicolas Barrientos;20;(null);(null);;;
2019;Nicolas Jarry;17229;25314;-31.94%;;;
2019;Nicolas Mahut;3351;8227;-59.27%;;;
2019;Nicolas Mejia;325;0;(null);;;
2019;Nicolas Moreno De Alboran;0;(null);(null);;;
2019;Nicole Dzenga;0;(null);(null);;;
2019;Nicole Fossa Huergo;18;0;(null);;;
2019;Nicole Gadient;21;35;-40.00%;;;
2019;Nicole Gibbs;12991;12108;7.29%;;;
2019;Nicole Khirin;7;0;(null);;;
2019;Nicole Melichar;28;12;133.33%;;;
2019;Nicole Nadel;15;235;-93.62%;;;
2019;Nicole Poj;0;(null);(null);;;
2019;Nicoleta Catalina Dascalu;1753;895;95.87%;;;
2019;Nicolo Turchetti;0;54;-100.00%;;;
2019;Nigina Abduraimova;1453;2245;-35.28%;;;
2019;Nika Kukharchuk;1103;975;13.13%;;;
2019;Nika Radisic;247;181;36.46%;;;
2019;Nika Shytkouskaya;11;85;-87.06%;;;
2019;Nikita Uberoi;8;0;(null);;;
2019;Niklas Guttau;0;(null);(null);;;
2019;Nikola Breckova;66;11;500.00%;;;
2019;Nikola Cacic;0;762;-100.00%;;;
2019;Nikola Milojevic;8658;8174;5.92%;;;
2019;Nikola Tomanova;356;9;3855.56%;;;
2019;Nikolas Sanchez Izquierdo;178;(null);(null);;;
2019;Nikoletta Muller;0;(null);(null);;;
2019;Nikoloz Basilashvili;48945;38309;27.76%;;;
2019;Nina Alibalic;0;230;-100.00%;;;
2019;Nina Kruijer;0;96;-100.00%;;;
2019;Nina Potocnik;769;2081;-63.05%;;;
2019;Nina Rudiukova;0;(null);(null);;;
2019;Nina Stadler;295;1025;-71.22%;;;
2019;Nina Stojanovic;15264;4159;267.01%;;;
2019;Nino Natsvlishvili;0;(null);(null);;;
2019;Nino Serdarusic;3278;5102;-35.75%;;;
2019;Noa Liauw A Fong;232;92;152.17%;;;
2019;Noah Rubin;4835;12850;-62.37%;;;
2019;Noel Saidenova;36;0;(null);;;
2019;Noelia Bouzo Zanotti;123;73;68.49%;;;
2019;Noelia Zeballos;819;431;90.02%;;;
2019;Noelly Longi Nsimba;0;0;(null);;;
2019;Nonna Kurginyan;0;96;-100.00%;;;
2019;Nora Ayala Serra;0;11;-100.00%;;;
2019;Nora Niedmers;0;48;-100.00%;;;
2019;Norbert Gombos;13317;8573;55.34%;;;
2019;Novak Djokovic;598150;226605;163.96%;;;
2019;Ntokozo Zungu;0;(null);(null);;;
2019;Nudnida Luangnam;1983;1069;85.50%;;;
2019;Nuno Borges;36;136;-73.53%;;;
2019;Nuria Brancaccio;112;130;-13.85%;;;
2019;Nuria Parrizas Diaz;8023;2501;220.79%;;;
2019;Oana Gavrila;621;403;54.09%;;;
2019;Oana Georgeta Simion;2071;2100;-1.38%;;;
2019;Oana Irimescu;0;(null);(null);;;
2019;Oana Smaranda Corneanu;0;0;(null);;;
2019;Oceane Dodin;7620;2212;244.48%;;;
2019;Oksana Selekhmeteva;40;(null);(null);;;
2019;Ola Abou Zekry;0;70;-100.00%;;;
2019;Oleksandra Gorchanyuk;0;0;(null);;;
2019;Oleksandra Korashvili;0;(null);(null);;;
2019;Oleksandra Oliynykova;637;231;175.76%;;;
2019;Olga Brozda;0;(null);(null);;;
2019;Olga Danilovic;7632;4686;62.87%;;;
2019;Olga Doroshina;1463;4843;-69.79%;;;
2019;Olga Govortsova;8281;73;11243.84%;;;
2019;Olga Helmi;53;136;-61.03%;;;
2019;Olga Ianchuk;743;4357;-82.95%;;;
2019;Olga Parres Azcoitia;142;134;5.97%;;;
2019;Olga Saez Larra;1952;7946;-75.43%;;;
2019;Olga Terletska;0;(null);(null);;;
2019;Olha Romanyshyn;0;(null);(null);;;
2019;Olimjon Nabiev;0;0;(null);;;
2019;Oliver Crawford;3;4;-25.00%;;;
2019;Olivia Gadecki;0;0;(null);;;
2019;Olivia Gram;12;(null);(null);;;
2019;Olivia Ley;0;(null);(null);;;
2019;Olivia Malm;0;(null);(null);;;
2019;Olivia Rogowska;4755;6634;-28.32%;;;
2019;Olivia Symons;0;(null);(null);;;
2019;Olivia Tjandramulia;1329;1370;-2.99%;;;
2019;Oliwia Szymczuch;0;3;-100.00%;;;
2019;Olukayode Alafia Damina Ayeni;100;82;21.95%;;;
2019;Olympe Lancelot;28;0;(null);;;
2019;Ons Jabeur;13543;11933;13.49%;;;
2019;Oona Orpana;1300;282;360.99%;;;
2019;Oriol Roca Batalla;1413;1029;37.32%;;;
2019;Orlando Luz;1021;525;94.48%;;;
2019;Ornella Marcela Spinetta;0;(null);(null);;;
2019;Osariemen Airhunmwunde;0;(null);(null);;;
2019;Oscar Jose Gutierrez;486;412;17.96%;;;
2019;Oscar Otte;13018;12125;7.36%;;;
2019;Otto Virtanen;12;(null);(null);;;
2019;Pablo Andujar;26505;10213;159.52%;;;
2019;Pablo Carreno Busta;37791;72060;-47.56%;;;
2019;Pablo Cuevas;31844;26990;17.98%;;;
2019;Paige Cline;36;(null);(null);;;
2019;Paige Mary Hourigan;1223;205;496.59%;;;
2019;Palaphoom Kovapitukted;0;3;-100.00%;;;
2019;Pamela Montez;1061;146;626.71%;;;
2019;Panna Udvardy;611;1168;-47.69%;;;
2019;Paola Cortez Vargas;0;(null);(null);;;
2019;Paolo Lorenzi;18308;18219;0.49%;;;
2019;Pareen Shivekar;0;(null);(null);;;
2019;Patcharin Cheapchandej;132;864;-84.72%;;;
2019;Patience Onebamhoin;0;(null);(null);;;
2019;Patricia Boentgen;0;0;(null);;;
2019;Patricia Maria Tig;6788;(null);(null);;;
2019;Patrik Niklas Salminen;209;177;18.08%;;;
2019;Paul Jubb;25;(null);(null);;;
2019;Paula Arias Manjon;79;182;-56.59%;;;
2019;Paula Badosa;23443;11652;101.19%;;;
2019;Paula Baranano;0;107;-100.00%;;;
2019;Paula Cristina Goncalves;994;868;14.52%;;;
2019;Paula Kania;0;0;(null);;;
2019;Paula Ormaechea;6955;2809;147.60%;;;
2019;Paulina Jastrzebska;6;11;-45.45%;;;
2019;Paulina Milosavljevic;0;0;(null);;;
2019;Pauline Demel;0;0;(null);;;
2019;Pauline Parmentier;11671;19509;-40.18%;;;
2019;Pauline Payet;0;0;(null);;;
2019;Pauline Wuarin;60;0;(null);;;
2019;Pavel Kotov;3252;1318;146.74%;;;
2019;Pavel Krainik;12;204;-94.12%;;;
2019;Pavel Nejedly;134;380;-64.74%;;;
2019;Pawel Cias;4;262;-98.47%;;;
2019;Payton Andrews;0;(null);(null);;;
2019;Peangtarn Plipuech;5612;3600;55.89%;;;
2019;Pedja Krstin;5770;8837;-34.71%;;;
2019;Pedro Cachin;3096;4913;-36.98%;;;
2019;Pedro Martinez;10597;10485;1.07%;;;
2019;Pedro Sakamoto;1005;818;22.86%;;;
2019;Pedro Sousa;16359;18087;-9.55%;;;
2019;Pei Chi Lee;868;1368;-36.55%;;;
2019;Pei Hsuan Chen;0;28;-100.00%;;;
2019;Pemra Ozgen;10015;6312;58.67%;;;
2019;Perla Nieuwboer;11;(null);(null);;;
2019;Peter Gojowczyk;11838;22491;-47.37%;;;
2019;Peter Heller;591;(null);(null);;;
2019;Peter Polansky;8724;20560;-57.57%;;;
2019;Peter Torebko;570;758;-24.80%;;;
2019;Petia Arshinkova;1041;387;168.99%;;;
2019;Petr Nouza;39;54;-27.78%;;;
2019;Petra Csabi;0;(null);(null);;;
2019;Petra Januskova;8;181;-95.58%;;;
2019;Petra Kvitova;68163;100043;-31.87%;;;
2019;Petra Martic;41013;21351;92.09%;;;
2019;Petra Sedlackova;0;0;(null);;;
2019;Petros Chrysochos;68;304;-77.63%;;;
2019;Peyton Stearns;89;18;394.44%;;;
2019;Philip Henning;0;(null);(null);;;
2019;Philipp Kohlschreiber;27220;32180;-15.41%;;;
2019;Pia Brglez;0;(null);(null);;;
2019;Pia Cuk;663;429;54.55%;;;
2019;Pia Lovric;24;(null);(null);;;
2019;Pierre Hugues Herbert;22811;30030;-24.04%;;;
2019;Pilar Astigarraga Harper;0;(null);(null);;;
2019;Piotr Galus;0;(null);(null);;;
2019;Pol Toledo Bague;79;760;-89.61%;;;
2019;Polina Bakhmutkina;103;142;-27.46%;;;
2019;Polina Golubovskaya;14;457;-96.94%;;;
2019;Polina Kozyreva;0;0;(null);;;
2019;Polina Kudermetova;39;0;(null);;;
2019;Polina Leykina;767;2259;-66.05%;;;
2019;Polina Monova;612;3546;-82.74%;;;
2019;Polona Hercog;18793;13743;36.75%;;;
2019;Prajnesh Gunneswaran;18630;13205;41.08%;;;
2019;Pranjala Yadlapalli;678;2472;-72.57%;;;
2019;Priscilla Heise;167;1387;-87.96%;;;
2019;Priscilla Hon;11160;7294;53.00%;;;
2019;Punnin Kovapitukted;38;48;-20.83%;;;
2019;Puriwat Chatpatcharoen;0;(null);(null);;;
2019;Qiang Wang;31640;39215;-19.32%;;;
2019;Qianhui Tang;140;15;833.33%;;;
2019;Qianqian Zhao;30;0;(null);;;
2019;Qianxin Kong;0;(null);(null);;;
2019;Qinwen Zheng;73;22;231.82%;;;
2019;Qiu Yu Ye;38;632;-93.99%;;;
2019;Quentin Halys;6596;15743;-58.10%;;;
2019;Quinn Gleason;2191;1130;93.89%;;;
2019;Quirine Lemoine;1819;4313;-57.83%;;;
2019;Rachel Gailis;0;(null);(null);;;
2019;Rachel Janssen;0;(null);(null);;;
2019;Radu Albot;32053;17754;80.54%;;;
2019;Rafael Matos;296;(null);(null);;;
2019;Rafael Nadal;487560;406920;19.82%;;;
2019;Raluca Georgiana Serban;2818;6382;-55.84%;;;
2019;Ramkumar Ramanathan;9911;13446;-26.29%;;;
2019;Ramona Mataruga;40;0;(null);;;
2019;Ramu Ueda;308;263;17.11%;;;
2019;Ramya Natarajan;0;19;-100.00%;;;
2019;Raphaelle Lacasse;120;0;(null);;;
2019;Rasheeda Mcadoo;349;133;162.41%;;;
2019;Raul Brancaccio;1732;89;1846.07%;;;
2019;Rayane Roumane;776;(null);(null);;;
2019;Raymond Sarmiento;189;135;40.00%;;;
2019;Rebeca Pereira;34;53;-35.85%;;;
2019;Rebecca Lynn;0;(null);(null);;;
2019;Rebecca Marino;5592;3422;63.41%;;;
2019;Rebecca Peterson;25272;13901;81.80%;;;
2019;Rebecca Sramkova;6373;4243;50.20%;;;
2019;Rebeka Masarova;442;282;56.74%;;;
2019;Reese Brantmeier;0;(null);(null);;;
2019;Reilly Opelka;31499;13409;134.91%;;;
2019;Reka Farbas;0;(null);(null);;;
2019;Reka Luca Jani;8176;2858;186.07%;;;
2019;Renata Voracova;113;87;29.89%;;;
2019;Renata Zarazua;5199;5665;-8.23%;;;
2019;Renta Tokuda;482;3071;-84.30%;;;
2019;Renzo Olivo;2627;3144;-16.44%;;;
2019;Reza Timmerman;0;(null);(null);;;
2019;Rhett Purcell;13;(null);(null);;;
2019;Rhiann Newborn;56;12;366.67%;;;
2019;Rianna Valdes;0;(null);(null);;;
2019;Ricardas Berankis;26229;19736;32.90%;;;
2019;Ricardo Ojeda Lara;260;4128;-93.70%;;;
2019;Ricardo Rodriguez;3;310;-99.03%;;;
2019;Riccardo Balzerani;65;120;-45.83%;;;
2019;Riccardo Bonadio;1313;752;74.60%;;;
2019;Richard Gasquet;16850;50290;-66.49%;;;
2019;Richel Hogenkamp;9015;9292;-2.98%;;;
2019;Rifanty Kahfiani;0;0;(null);;;
2019;Rigele Te;29;335;-91.34%;;;
2019;Rina Saigo;62;0;(null);;;
2019;Rio Noguchi;170;228;-25.44%;;;
2019;Risa Ozaki;3584;4509;-20.51%;;;
2019;Risa Ushijima;1285;524;145.23%;;;
2019;Rita Atik;0;(null);(null);;;
2019;Riya Bhatia;1398;445;214.16%;;;
2019;Roberto Bautista Agut;71920;70780;1.61%;;;
2019;Roberto Carballes Baena;24227;24503;-1.13%;;;
2019;Roberto Cid;1505;3704;-59.37%;;;
2019;Roberto Marcora;8116;4899;65.67%;;;
2019;Roberto Ortega Olmedo;3730;2788;33.79%;;;
